Fournisseur;Actif;id;CB;UPC;Produit;Réference;Categorie;Prix Achat;Prix Vente;Unité de Vente;Quantité à la vente;
"Jardin Bio";"Oui";"491";"3760020501006";"";"Pois chiches au naturel bio 660g";"SC-RO-UUN-NN-P";"Epicerie salée";"1.84";"2.30";"bouteille 75cl";"6";
"Jardin Bio";"Oui";"496";"3478820005654";"";"Pâte à tartiner Noir forte en cacao  350g";"DC-RO-UUN-NN-P";"Chocolat";"2.68";"3.55";"tablette";"5";
"Jardin Bio";"Oui";"521";"3456300004571";"";"Thé noir bio de Ceylan Biodynamie";"DT-RO-UUN-NN-P";"Accueil";"2.30";"2.90";"paquet";"6";
"Jardin Bio";"Oui";"566";"3289196040527";"";"Pur Jus de Raisin Bio 1L";"DJ-RO-UUN-NN-P";"Accueil";"2.83";"3.50";"";"5";
"Jardin Bio";"Oui";"569";"3456300004625";"";"Huile vierge de coco BIO 500ml";"SH-RO-UUN-NN-P";"Huiles , Vinaigres et Condiments";"6.30";"7.90";"";"4";
"Jardin Bio";"Oui";"572";"3760020503536";"";"Trio de lentilles  BIO 400g";"SR-RO-UUN-NN-P";"Accueil";"2.09";"2.60";"paquet de 500g";"5";
"Jardin Bio";"Oui";"573";"3307130802625";"";"Petits pois à l’étuvée extra-fins bio 330g";"SC-RO-UUN-NN-P";"Epicerie salée";"1.70";"2.10";"bouteille 75cl";"4";
"Jardin Bio";"Oui";"574";"3760020503956";"";"Haricots verts extra fins BIO 330g";"SC-RO-UUN-NN-P";"Epicerie salée";"1.79";"2.25";"bouteille 75cl";"2";
"Jardin Bio";"Oui";"682";"3456300008494";"";"Purée de sésame tahin 350g";"SH-RO-UUN-NN-P";"Epicerie salée";"4.94";"6.20";"tablette";"6";
"Jardin Bio";"Oui";"683";"3760020507350";"";"Beurre de cacahuète bio 350g";"SH-RO-UUN-NN-P";"Epicerie salée";"2.97";"3.70";"tablette";"6";
"Jardin Bio";"Oui";"697";"3760020502041";"";"Sablé gourmand Caramel Sel de Guérande 150g";"SB-RO-UUN-NN-P";"Epicerie sucrée";"1.75";"2.20";"paquet";"14";
"Jardin Bio";"Oui";"700";"3289196100269";"";"Cocktail Ananas Banane Coco  bio 75 cl";"DJ-RO-UUN-NN-P";"Accueil";"3.87";"4.85";"";"5";
"Jardin Bio";"Oui";"704";"3478820008204";"";"Galettes de riz complet au quinoa bio sans gluten  130g";"DP-RO-UUN-NN-P";"Accueil";"1.14";"1.45";"paquet";"1";
"Jardin Bio";"Oui";"705";"3456300003734";"";"Farine de maïs bio sans gluten 400g";"DG-RO-KUN-NN-P";"Epicerie salée";"1.64";"2.05";"Kg";"3";
"Jardin Bio";"Oui";"707";"3760020503857";"";"Sirop d'agave bio 250ml";"DS-RO-UUN-NN-P";"Sucre , Miel, Sirop d'agave";"2.49";"3.10";"pot";"4";
"Jardin Bio";"Oui";"709";"3456300003819";"";"Fèves au naturel bio 330g";"SC-RO-UUN-NN-P";"Epicerie salée";"1.87";"2.35";"bouteille 75cl";"2";
"Jardin Bio";"Oui";"749";"3760020508012";"";"Tartines craquantes Sarrasin sans gluten 150g";"DP-RO-UUN-NN-P";"Accueil";"1.78";"2.25";"paquet";"2";
"Jardin Bio";"Oui";"750";"3760020502669";"";"Haricots rouges  BIO 660g";"SC-RO-UUN-NN-P";"Epicerie salée";"2.49";"3.10";"bouteille 75cl";"0";
"Jardin Bio";"Oui";"751";"3760020508364";"";"Champignons de Paris entiers  BIO 280g";"SC-RO-UUN-NN-P";"Epicerie salée";"2.72";"3.45";"bouteille 75cl";"11";
"Jardin Bio";"Oui";"752";"3456300006124";"";"Pâtes Accordéons à l’épeautre BIO  500g";"SP-RO-UUN-NN-P";"Pâtes, Riz, Autres céréales";"2.21";"2.75";"paquet";"6";
"Jardin Bio";"Oui";"753";"3760020506209";"";"Sablés noisette sirop d’érable sans huile de palme bio 150g";"SB-RO-UUN-NN-P";"Epicerie sucrée";"1.99";"2.50";"paquet";"12";
"Jardin Bio";"Oui";"761";"3478820007757";"";"Moutarde forte de Dijon bio 350g";"SH-RO-UUN-NN-P";"Huiles , Vinaigres et Condiments";"2.01";"2.65";"";"5";
"Jardin Bio";"Oui";"763";"3456300004717";"";"Sauce tomate aux cèpes bio 300g";"SC-RO-UUN-NN-P";"Accueil";"2.38";"3.00";"pot";"10";
"Jardin Bio";"Oui";"764";"3478820008969";"";"Ratatouille aux herbes de provence 400 g";"SC-RO-UUN-NN-P";"Epicerie salée";"2.19";"2.75";"bouteille 75cl";"5";
"Jardin Bio";"Oui";"811";"3478820006088";"";"Infusion Nuits paisibles 30g";"DT-RO-UUN-NN-P";"Thés et Infusions";"2.18";"2.10";"paquet";"0";
"Jardin Bio";"Oui";"812";"3478820006040";"";"Infusion Ventre plat 30g";"DT-RO-UUN-NN-P";"Thés et Infusions";"2.18";"2.10";"paquet";"1";
"Jardin Bio";"Oui";"853";"3289196100528";"";"Pur jus ananas mangue citron vert bio  75 cl";"DJ-RO-UUN-NN-P";"Accueil";"3.53";"4.40";"";"2";
"Jardin Bio";"Oui";"912";"3307130802557";"";"Petits pois très fins et carottes bio 660g";"SC-RO-UUN-NN-P";"Epicerie salée";"2.35";"2.95";"bouteille 75cl";"5";
"Jardin Bio";"Oui";"914";"3456300006667";"";"Chocolat Noir Dessert Intense 70% de cacao 200g";"DC-RO-UUN-NN-P";"Chocolat";"2.81";"3.50";"tablette";"16";
"Jardin Bio";"Oui";"1017";"3456300000733";"";"Ail confit à l'huile d'olive et basilic bio 190g";"SC-RO-UUN-NN-P";"Accueil";"3.17";"3.95";"";"4";
"Jardin Bio";"Oui";"1018";"3760020506377";"";"Bouillon cube saveur thaÏ wok et soupe ( 6 cubes)";"SH-RO-UUN-NN-P";"Accueil";"1.55";"1.95";"";"8";
"Jardin Bio";"Oui";"1019";"3760020505912";"";"Bouillon cube poule bio - sans huile de palme ( 8 cubes)";"SH-RO-UUN-NN-P";"Accueil";"1.56";"1.95";"";"9";
"Jardin Bio";"Oui";"1020";"3760020505929";"";"Bouillon cube légumes dégraissé sans huile de palme (10 cubes)";"SH-RO-UUN-NN-P";"Accueil";"1.88";"2.35";"";"5";
"Jardin Bio";"Oui";"1025";"3307130803905";"";"Petits pois EF à l'étuvée 660 g";"SC-RO-UUN-NN-P";"Accueil";"2.36";"2.95";"";"1";
"Jardin Bio";"Oui";"1027";"3307130801154";"";"Haricots verts extra fins BIO 660g";"SC-RO-UUN-NN-P";"Accueil";"2.51";"3.15";"";"4";
"Jardin Bio";"Oui";"1115";"3307130803004";"";"Ratatouille à la provençale 650 gr";"SC-RO-UUN-NN-P";"Accueil";"2.64";"3.30";"";"3";
"Jardin Bio";"Oui";"1186";"3760020500955";"";"Aubergines cuisinées 650gr";"SC-RO-UUN-NN-P";"Accueil";"2.78";"3.50";"";"7";
"Jardin Bio";"Oui";"1187";"3478820600651";"";"Pâtes Spaghetti Quinoa Persil Aïl 500gr";"SP-RO-UUN-NN-P";"Pâtes, Riz, Autres céréales";"2.14";"2.70";"";"7";
"Jardin Bio";"Oui";"1188";"3456300006605";"";"Muesli Myrtilles Goji et Cranberries sans sucres ajoutés 375gr";"DP-RO-UUN-NN-P";"Accueil";"3.24";"4.05";"";"5";
"Jardin Bio";"Oui";"1189";"3760020509217";"";"Galettes de Maïs Sans Gluten 130gr";"DP-RO-UUN-NN-P";"Accueil";"1.14";"1.45";"";"3";
"Jardin Bio";"Oui";"1464";"3456300005707";"";"Moutarde douce au curcuma 210g";"SH-RO-UUN-NN-P";"Huiles , Vinaigres et Condiments";"1.73";"2.15";"";"5";
"Jardin Bio";"Oui";"1465";"3456300009958";"";"Sauce tomate Duo d'olives vertes et noires 200g";"SC-RO-UUN-NN-P";"Sauces et Accompagnements";"1.70";"2.15";"";"7";
"Jardin Bio";"Oui";"1533";"3456300012408";"";"Soupe veloutée potiron châtaigne 1L";"SC-RO-UUN-NN-P";"Conserve de légumes et Soupes";"2.65";"3.30";"";"3";
"Jardin Bio";"Oui";"1574";"3456300004755";"";"Pâte à tartiner noisette cacao sans sucres ajoutés et sans huile de palme karéléa 750g";"DC-RO-UUN-NN-P";"Chocolat";"5.66";"7.10";"tablette";"5";
"Jardin Bio";"Oui";"1623";"3478820057844";"";"Jardin Bio  Farine de Blé semi-complète T 80 1kg";"DG-RO-UUN-NN-P";"Epicerie salée";"1.67";"2.10";"Kg";"2";
"Jardin Bio";"Oui";"1624";"3478820003186";"";"Double concentré de Tomate sans sel ajouté - tube 200 g";"SC-RO-UUN-NN-P";"Epicerie salée";"1.43";"1.80";"pot";"9";
"Jardin Bio";"Oui";"1781";"3760020505554";"";"Mayonnaise à la Moutarde de Dijon 315g";"SH-RO-UUN-NN";"Epicerie salée";"2.42";"3.00";"pot";"6";
"Jardin Bio";"Oui";"1782";"3478820023184";"";"Pâte à tartiner chocolat noisette 350g";"DC-RO-UUN-NN-P";"Chocolat";"3.04";"3.80";"tablette";"8";
"Jardin Bio";"Non";"347";"3289196100290";"";"Pur Jus Orange 1L";"DJ-RO-UUN-NN-P";"Accueil";"2.91";"3.25";"";"0";
"Jardin Bio";"Non";"348";"";"";"Pur Jus de Grenade 1L";"DJ-RO-UUN-NN-P";"Accueil";"4.99";"6.25";"";"1";
"Jardin Bio";"Non";"356";"3456300007053";"";"Lentilles vertes de vendée  BIO 400g";"SR-RO-UUN-NN-P";"Légumes secs";"2.40";"3.00";"paquet de 500g";"0";
"Jardin Bio";"Non";"357";"3760020509293";"";"Pâtes Coquillettes express bio semi-complètes 500G";"SP-RO-UUN-NN-P";"Pâtes, Riz, Autres céréales";"1.55";"1.95";"paquet";"0";
"Jardin Bio";"Non";"360";"3456300002522";"";"Pâtes coude à coude bio semi-complètes 500G";"SP-RO-UUN-NN-P";"Pâtes, Riz, Autres céréales";"1.55";"1.95";"paquet";"0";
"Jardin Bio";"Non";"373";"3307131002208";"";"Vinaigre de cidre bio 75cl";"SS-RO-UUN-NN-P";"Huiles , Vinaigres et Condiments";"2.02";"2.55";"bouteille 75cl";"0";
"Jardin Bio";"Non";"375";"3760020508401";"";"Lait coco bio 225ml";"SH-RO-UUN-NNP";"Accueil";"1.52";"1.90";"pot";"20";
"Jardin Bio";"Non";"400";"";"";"Nectar Mangue au sirop d'Agave 75cl";"DJ-RO-UUN-NN-P";"Accueil";"2.64";"3.55";"";"0";
"Jardin Bio";"Non";"405";"3456300004588";"";"Thé noir English Breakfast - Biodynamie";"DT-RO-UUN-NN-P";"Accueil";"2.24";"2.80";"paquet";"0";
"Jardin Bio";"Non";"436";"3456300005752";"";"Petit craquant au sarrasin et sésame 120g";"SB-RO-UUN-NN-P";"Epicerie sucrée";"1.73";"2.15";"paquet";"0";
"Jardin Bio";"Non";"483";"";"";"Nectar Peche au sirop d'Agave BIO  75cl";"DJ-RO-UUN-NN";"Accueil";"2.64";"3.55";"";"6";
"Jardin Bio";"Non";"490";"3760020508418";"";"Soja cuisine sans gluten 20cl";"SH-RO-UUN-NN-P";"Sauces et Accompagnements";"0.94";"1.20";"bouteille 75cl";"-3";
"Jardin Bio";"Non";"520";"3760020502300";"";"Thé vert doux bio  40g";"DT-RO-UUN-NN-P";"Accueil";"1.50";"1.90";"paquet";"0";
"Jardin Bio";"Non";"567";"";"";"Jus 7 fruits rouges  bio 75 cl ";"DJ-RO-UUN-NN-P";"Accueil";"3.37";"4.20";"";"2";
"Jardin Bio";"Non";"568";"3289196100436";"";"pur Jus de clémentine  bio 75 cl ";"DJ-RO-UUN-NN-P";"Accueil";"3.12";"3.50";"";"0";
"Jardin Bio";"Non";"571";"3760020507916";"";"Fine Gaufrette chocolat BIO 200g";"SP-RO-UUN-NN-P";"Epicerie sucrée";"2.00";"2.50";"paquet";"0";
"Jardin Bio";"Non";"706";"3456300008180";"";"Coco cuisine gourmand sans gluten  20cl";"SH-RO-UUN-NN-P";"Sauces et Accompagnements";"1.61";"2.00";"bouteille 75cl";"0";
"Jardin Bio";"Non";"708";"3760020509927";"";"Palmier pur beurre bio 100g";"SB-RO-UUN-NN-P";"Epicerie sucrée";"1.80";"2.25";"paquet";"0";
"Jardin Bio";"Non";"710";"";"";"Pur jus de pomme trouble bio 1l";"DJ-RO-UUN-NN-P";"Accueil";"2.57";"3.20";"";"0";
"Jardin Bio";"Non";"800";"3289196100016";"";"Nectar pêche du Roussilllon 75cl";"DJ-RN-UUN-NN";"Accueil";"2.79";"3.70";"";"1";
"Jardin Bio";"Non";"806";"3760020509385";"";"Infusion Thym citronné 30g";"DT-RO-UUN-NN-P";"Thés et Infusions";"2.18";"2.20";"paquet";"0";
"Jardin Bio";"Non";"807";"3760020502287";"";"Infusion Brûleur de graisses 30g";"DT-RO-UUN-NN-P";"Thés et Infusions";"2.18";"2.10";"paquet";"0";
"Jardin Bio";"Non";"808";"3307132404803";"";"Infusion Détente Sommeil 30g";"DT-RO-UUN-NN-P";"Thés et Infusions";"2.18";"2.20";"paquet";"0";
"Jardin Bio";"Non";"809";"3760020500856";"";"Infusion détox saveur menthe 30g";"DT-RO-UUN-NN-P";"Thés et Infusions";"2.18";"2.10";"paquet";"0";
"Jardin Bio";"Non";"810";"3478821508963";"";"Infusion Digestion légère 30g";"DT-RO-UUN-NN-P";"Thés et Infusions";"2.18";"2.10";"paquet";"0";
"Jardin Bio";"Non";"813";"3760020508869";"";"Infusion Calme et Sérénité 30g";"DT-RO-UUN-NN-P";"Thés et Infusions";"2.18";"2.10";"paquet";"0";
"Jardin Bio";"Non";"814";"3456300007848";"";"IInfusion Détox Fruitée 30g";"DT-RO-UUN-NN-P";"Thés et Infusions";"2.18";"2.10";"paquet";"0";
"Jardin Bio";"Non";"854";"3289196100504";"";"Nectar de goyave de Martinique 75 cl";"DJ-RO-UUN-NN-P";"Accueil";"2.95";"3.70";"";"0";
"Jardin Bio";"Non";"913";"3760020509538";"";"Tomates entières pelées au jus bio – 800g";"SC-RO-UUN-NN-P";"Accueil";"1.71";"2.15";"tablette";"0";
"Jardin Bio";"Non";"1116";"3456300010596";"";"Crackers quinoa - romarin 125 gr";"SL-RO-UUN-NN-P";"Accueil";"2.28";"2.85";"";"0";
"Jardin Bio";"Non";"1117";"3456300010602";"";"Crackers sarrasin - pavot 125 gr";"SL-RO-UUN-NN-P";"Accueil";"2.28";"2.85";"";"0";
"Jardin Bio";"Non";"1466";"3760020507671";"";"Soupe veloutée légumes et lentilles corail 1L";"SC-RO-UUN-NN-P";"Conserve de légumes et Soupes";"2.15";"2.70";"";"0";
"Jardin Bio";"Non";"1467";"3456300009385";"";"Soupe velouté de légumes verts et pois cassés 1L";"SC-RO-UUN-NN-P";"Conserve de légumes et Soupes";"2.33";"2.90";"";"0";
"Jardin Bio";"Non";"1468";"3456300004366";"";"Noix de cajou natures 100g";"SS-RO-UUN-NN-P";"Epicerie salée";"2.35";"2.95";"";"0";
"Jardin Bio";"Non";"1532";"3456300013252";"";"Pois chiches au naturel bio 330g";"SC-RO-UUN-NN-P";"Epicerie salée";"1.55";"1.95";"bouteille 75cl";"0";
"Jardin Bio";"Non";"1595";"";"";"Biscuits palmiers dorés sans sucres ajoutés karéléa 100g";"SB-RO-UUN-NN-P";"Epicerie sucrée";"1.80";"2.25";"paquet";"21";
"Jardinerie Salussolia";"Non";"1638";"";"";"Pot de muguet 3 brins";"ZZ";"Accueil";"4.18";"5.20";"bouquet";"75";
"Jardins Vallée de la Siagne";"Non";"728";"";"";"Epinard BIO (en botte de 250g)";"LS-MN-UUN-NN";"Légumes frais";"0.88";"1.10";"250g";"971";
"Jardins Vallée de la Siagne";"Non";"729";"";"";"Salade Laitue batavia BIO (à la pièce)";"LS-MN-UUN-NN";"Salades";"0.80";"1.00";"piece";"0";
"Jardins Vallée de la Siagne";"Non";"790";"";"";"Betteraves crues BIO (au 500g)";"LR-MN-KMN-NO";"Légumes frais";"0.95";"1.20";"kg";"0";
"Jardins Vallée de la Siagne";"Non";"791";"";"";"Betteraves crues BIO (au 500g) variété Chioggia";"LR-MN-KMN-NO";"Légumes frais";"0.95";"1.20";"kg";"0";
"Jardins Vallée de la Siagne";"Non";"792";"";"";"Patisson BIO (à la pièce payé au Kg)";"LF-MN-UUN-NO";"Courges";"1.50";"1.90";"piece";"0";
"Jardins Vallée de la Siagne";"Non";"793";"";"";"Tomates Petit Cœur de Bœuf rose BIO (au kg)";"LT-MN-KUN-NO";"Tomates";"2.90";"3.70";"";"0";
"Jardins Vallée de la Siagne";"Non";"794";"";"";"Tomates Cœur de Bœuf BIO (au kg)";"LT-MN-KUN-NO";"Tomates";"2.11";"2.70";"";"1";
"Jardins Vallée de la Siagne";"Non";"795";"";"";"Tomates Grégory Altaï BIO (au kg)";"LT-MN-KUN-NO";"Tomates";"2.11";"2.70";"";"987";
"Jardins Vallée de la Siagne";"Non";"796";"";"";"Tomates Matina BIO (au kg)";"LT-MN-KUN-NO";"Tomates";"2.90";"3.70";"";"0";
"Jardins Vallée de la Siagne";"Non";"797";"";"";"Courge Butternut mini BIO (à la pièce payée au kg)";"LG-MN-UUN-NO";"Courges";"1.70";"2.20";"kg";"0";
"Jardins Vallée de la Siagne";"Non";"798";"";"";"Courge Musquée de Provence BIO (à la pièce payée au kg)";"LG-MN-UUN-NO";"Courges";"1.70";"2.20";"kg";"0";
"Jardins Vallée de la Siagne";"Non";"837";"";"";"Haricots verts BIO (au 100g)";"LG-MV-KDN-NO";"Autres légumes";"0.59";"0.75";"100g";"0";
"Jardins Vallée de la Siagne";"Non";"1042";"";"";"Persil BIO  (à la botte)";"LH-MN-LUN-NN";"Herbes et Aromates";"0.80";"1.00";"botte";"-1";
"Jardins Vallée de la Siagne";"Non";"1043";"";"";"Chou rave violet BIO (à la pièce, prix au kg)";"LC-MV-UUN-NO";"Choux et navets";"2.00";"2.50";"pièce";"0";
"Jardins Vallée de la Siagne";"Non";"1067";"";"";"Mâche épicée BIO (au 100g)";"LS-MN-KDO-NO";"Salades";"0.46";"0.60";"kg";"-1";
"Jardins Vallée de la Siagne";"Non";"1082";"";"";"Fenouil BIO (au 500g)";"LR-MN-KMN-NO";"Autres légumes";"1.45";"1.80";"kg";"968";
"Jardins Vallée de la Siagne";"Non";"1118";"";"";"Cébettes BIO (à la botte 250g)";"LB-MN-LUN-NN";"Oignons, Ail";"0.75";"1.00";"Kg";"0";
"Jardins Vallée de la Siagne";"Non";"1119";"";"";"Aillet BIO (à la botte 250g)";"LB-MN-LUN-NN";"Oignons, Ail";"1.98";"2.50";"Kg";"998";
"Jardins Vallée de la Siagne";"Non";"1146";"";"";"Blettes à côte BIO multicolore (botte 500g)";"LS-MN-LUN-NN";"Légumes frais";"1.20";"1.50";"kg";"970";
"Jardins Vallée de la Siagne";"Non";"1190";"";"";"Radis roses BIO (au 100 g)";"LR-MO-KDN-NO";"Légumes frais";"0.32";"0.40";"1KG";"950";
"Jardins Vallée de la Siagne";"Non";"1191";"";"";"Cébettes BIO au 500g";"LB-MN-KMN-NO";"Oignons, Ail";"1.58";"2.00";"500 g";"998";
"Jardins Vallée de la Siagne";"Non";"1224";"";"";"Tomates Ananas BIO  (au Kg)";"LT-MV-KUN-NO-P";"Tomates";"2.11";"2.70";"Kg";"925";
"Jardins Vallée de la Siagne";"Non";"1262";"";"";"concombre lisse  Bio (achat à la pièce)";"LC-MV-UUN-NN-P";"Légumes frais";"1.05";"1.30";"pièce";"980";
"Jardins Vallée de la Siagne";"Non";"1263";"";"";"Pommes de terre Rouge JVS(au kg)";"LP-RO-KUN-NO-P";"Accueil";"3.06";"3.80";"kg";"992";
"Jardins Vallée de la Siagne";"Non";"1264";"";"";"Tomates Grégory Altaï BIO (au kg)";"LT-MN-KUN-NO";"Tomates";"2.11";"2.70";"";"0";
"Jardins Vallée de la Siagne";"Non";"1265";"";"";"concombre Epineux  Bio (achat à la pièce)";"LC-MV-UUN-NN-P";"Légumes frais";"9.49";"1.20";"pièce";"978";
"Joséphine Tea Time";"Oui";"926";"3000001234807";"";"Chaï Rooïbos pq 100 g";"DT-RN-UUN-NN-N";"Thés et Infusions";"5.00";"6.25";"";"6";
"Joséphine Tea Time";"Oui";"928";"3000001234821";"";"Thé des sirènes pq de 100 g";"DT-RN-UUN-NN-N";"Thés et Infusions";"5.00";"6.25";"";"2";
"Joséphine Tea Time";"Oui";"929";"3000001234838";"";"Thé noir Ceylan pq de 100 g";"DT-RN-UUN-NN-N";"Thés et Infusions";"5.00";"6.25";"";"6";
"Joséphine Tea Time";"Oui";"930";"3000001234845";"";"Thé noir Earl Grey Fleurs pq de 100 g";"DT-RN-UUN-NN-N";"Thés et Infusions";"5.00";"6.25";"";"6";
"Joséphine Tea Time";"Oui";"976";"3000001235026";"";"Thé noir - Nuit du Sud pq de 100 g";"DT-RN-UUN-NN-N";"Thés et Infusions";"5.00";"6.25";"";"3";
"Joséphine Tea Time";"Oui";"1123";"";"";"Thé vert Fitness Minceur pq de 100 g";"DT-RN-UUN-NN-N";"Thés et Infusions";"5.00";"6.25";"";"2";
"Joséphine Tea Time";"Oui";"1288";"";"";"Rooïbos douce nuit pq 100 g";"DT-RN-UUN-NN-N";"Thés et Infusions";"5.00";"6.25";"";"2";
"Joséphine Tea Time";"Oui";"1430";"";"";"Rooïbos relax gourmand pq 100 g";"DT-RN-UUN-NN-N";"Thés et Infusions";"5.00";"6.25";"";"2";
"Joséphine Tea Time";"Non";"927";"3000001234814";"";"Thé vert Earl Grey vrac pq de 100 g";"DT-RN-UUN-NN-N";"Thés et Infusions";"5.00";"6.25";"";"0";
"Joséphine Tea Time";"Non";"975";"3000001235019";"";"Thé vert - Voyage en Provence vrac pq de 100 g";"DT-RN-UUN-NN-N";"Thés et Infusions";"5.00";"6.25";"";"0";
"Joséphine Tea Time";"Non";"1289";"";"";"Nectar des Iles  pq vrac 100 g";"DT-RN-UUN-NN-N";"Thés et Infusions";"5.00";"6.25";"";"0";
"karéléa";"Oui";"1538";"3760020506841";"";"Palmier Dorés SANS SUCRE karaléa";"SH-RO-UUN-NN-P";"Accueil";"0.00";"2.60";"";"14";
"L'Abeille qui Emballe";"Oui";"1786";"";"";"Wraps  Pack découverte 3 wraps indispensable dans votre cuisine";"MX-RN-UUN-NN";"Produits Ménagers";"10.50";"15.75";"";"9";
"L'Abeille qui Emballe";"Oui";"1787";"";"";"Wraps  Pack duo moyen Deux emballages en cire d'abeille taille M";"MX-RN-UUN-NN";"Produits Ménagers";"8.40";"10.50";"";"4";
"L'Abeille qui Emballe";"Oui";"1788";"";"";"Wraps  Pack duo grand: deux emballages en cire d'abeille taille L";"MX-RN-UUN-NN";"Produits Ménagers";"10.20";"12.75";"";"7";
"L'Abeille qui Emballe";"Oui";"1789";"";"";"Wraps  XXL ou baguette emballage en cire d'abeille 65x36cm";"MX-RN-UUN-NN";"Produits Ménagers";"10.20";"12.75";"";"2";
"La Ferme du Mas des Buissons";"Non";"295";"";"";"Noix sèches non traitées en coque (au Kg)";"DF-RO-KUN-NO-P";"Fruits secs";"4.06";"5.50";"Kg";"3";
"La Pelle d'Or";"Non";"33";"";"";"Tortiglioni (paquet de 500g)";"SP-RO-UUN-NN-P";"Pâtes, Riz, Autres céréales";"0.69";"1.00";"Kg";"0";
"La Pelle d'Or";"Non";"34";"";"";"Farfalle par paquet de 500 g";"SP-RO-UUN-NN-P";"Pâtes, Riz, Autres céréales";"0.82";"1.10";"Kg";"0";
"La Pelle d'Or";"Non";"35";"";"";"Spaghettini N°3 par paquet de 500 g";"SP-RO-UUN-NN-P";"Pâtes, Riz, Autres céréales";"0.82";"1.10";"Kg";"1";
"La Pelle d'Or";"Non";"37";"";"";"Riz Basmati à l'hectogramme (100g)";"SR-RO-KDN-ON-P";"Pâtes, Riz, Autres céréales";"0.24";"0.30";"Kg";"2";
"La Pelle d'Or";"Non";"39";"";"";"Couscous MOYEN à l'hectogramme";"SR-RO-KDN-ON-P";"Pâtes, Riz, Autres céréales";"0.17";"0.21";"Kg";"4";
"La Pelle d'Or";"Non";"40";"";"";"Pois chiches à l'hectogramme (100g)";"SR-RO-KDN-ON-P";"Légumes secs";"0.20";"0.25";"";"15";
"La Pelle d'Or";"Non";"49";"";"";"Haricots blancs lingot  par hectogramme ";"SR-RO-KDN-ON-P";"Légumes secs";"0.26";"0.34";"Kg";"9";
"La Pelle d'Or";"Non";"703";"";"";"Penne par paquet de 500 g";"SP-RO-UUN-NN-P";"Pâtes, Riz, Autres céréales";"0.82";"1.10";"Kg";"0";
"La Poule Blanche";"Oui";"24";"3309730000104";"";"Oeufs  par 6";"OO-RO-BUN-NN";"Pains et Oeufs";"1.50";"2.00";"";"920";
"La Poule Blanche";"Oui";"45";"3309730000074";"";"Oeufs BIO par 6";"OO-RO-BUN-NN";"Pains et Oeufs";"2.00";"2.60";"";"843";
"Le Cévenol";"Non";"1423";"";"";"Cake Le Petit Cévenol";"DG-RO-UUN-NN";"Gâteaux Frais";"7.40";"9.80";"";"0";
"Le Cévenol";"Non";"1424";"";"";"Muffin Le Petit Cévenol";"DG-RO-UUN-NN";"Gâteaux Frais";"2.11";"2.75";"";"0";
"Le Galline Felici (agrumes)";"Non";"690";"";"";"Oranges amères (au kg)";"FA-MN-KUN-NO-P";"Agrumes";"1.59";"2.00";"Kg";"0";
"Le Galline Felici (agrumes)";"Non";"691";"";"";"Mandarines BIO (au kg)";"FA-MN-KUN-NO-P";"Agrumes";"2.23";"3.00";"Kg";"0";
"Le Galline Felici (agrumes)";"Non";"693";"";"";"Citrons doux Piretti (au kg)";"FA-MN-KUN-NO-P";"Agrumes";"3.51";"4.40";"Kg";"0";
"Le Galline Felici (agrumes)";"Non";"735";"";"";"Citrons BIO (à l'hectogramme)";"FA-MN-KDN-NO-P";"Agrumes";"0.22";"0.29";"Kg";"0";
"Le Galline Felici (agrumes)";"Non";"834";"";"";"Oranges Blondes BIO (au kg)";"FA-MN-KUN-NO-P";"Agrumes";"1.76";"2.40";"Kg";"0";
"Le Galline Felici (agrumes)";"Non";"835";"";"";"Clémentine BIO (au kg)";"FA-MN-KUN-NO-P";"Agrumes";"2.18";"2.95";"Kg";"0";
"Le Galline Felici (agrumes)";"Non";"850";"";"";"Oranges Rouges Tarocco BIO (au kg)";"FA-MN-KUN-NO-P";"Agrumes";"1.76";"2.40";"Kg";"0";
"Le Galline Felici (agrumes)";"Non";"852";"";"";"Pamplemousses Roses BIO (au kg)";"FA-MN-KUN-NO-P";"Agrumes";"2.16";"2.90";"Kg";"0";
"Le Galline Felici (agrumes)";"Non";"868";"";"";"Avocat BIO (au 500g)";"FD-RN-KMN-NO-P";"Autres fruits";"2.65";"3.50";"500g";"0";
"Le Galline Felici (agrumes)";"Non";"869";"";"";"Clémentine Tacle BIO (au kg)";"FA-MN-KUN-NO-P";"Agrumes";"2.18";"2.95";"Kg";"0";
"Le Galline Felici (agrumes)";"Non";"870";"";"";"Grenade BIO (au 500g)";"FD-RN-KMN-NO-P";"Autres fruits";"1.56";"2.10";"500g";"0";
"Le Galline Felici (agrumes)";"Non";"938";"";"";"Oranges Rouges Moro BIO (au kg)";"FA-MN-KUN-NO-P";"Agrumes";"1.72";"2.30";"Kg";"0";
"Le Galline Felici (agrumes)";"Non";"939";"";"";"Clémentine Tangeli BIO (au kg)";"FA-MN-KUN-NO-P";"Agrumes";"2.18";"2.90";"Kg";"0";
"Le Galline Felici (agrumes)";"Non";"1039";"";"";"Oranges Rouges Sanguinelli BIO (au kg)";"FA-MN-KUN-NO-P";"Agrumes";"1.76";"2.40";"Kg";"0";
"Le Galline Felici (agrumes)";"Non";"1041";"";"";"Clémentine Winola BIO (au kg)";"FA-MN-KUN-NO-P";"Agrumes";"2.23";"2.80";"Kg";"0";
